nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
451,1,3,3,3,3,1,1,2,2,2,2,3,2, ,2,1,1,2,2,1,4,7,7,7,1,1,1,1,7,4,1,1,5,1,7,1,1,7,1,4,1,1,1,1,1,4,5,1,-7,7,7,1,1,1,4,7,7,1,1,1,1,5,1,1,5,2,1,4,2, ,2,1,-9,40,0,0,0,0,2, , , , , ,2,8,2,7,5,4,36,24,2,4,1,1,3,1,4,4,1,3,1,3,1,5,1,3,5,1,3,1,1,1,3,1,4,1,3,4,1,3,3,3,3,3,1,3,1,3,3,3,3,1,1,3,1,1,1,3,3,2,3,3,1,1,4,4,4,4,4,1,4,4,1,4,6,5,5,5,5,5,1,1,5,1, , , , , , ,3,4,1,4,1,3
461,1,2,2,3,3,2, , ,-7,4,2,3,2, ,-9,1,1,2,1,1,1,7,7,4,4,2,5,2,7,5,1,4,6,6,5,3,2,4,3,6,2,1,5,7,1,6,1,1,-7,4,5,2,5,4,2,6,5,1,4,5,3,6,2,3,4,1,1,4,1,3,-9,-9,3,5,75,10,0,80,2, , , , , ,3,7,1,-9,6,4,36,16,2,1,3,1,4,2,4,5,2,5,1,5,1,4,5,3,3,4,2,3,2,1,5,4,4,4,2,3,2,4,3,3,3,4,4,3,1,5,1,3,5,4,4,2,1,4,3,4,5,3,3,2,4,2,2,1,5,4,3,3,2,4,3,3,3, , , , , , , , , , , , , , , ,1,4,3,4,2,2
523,1,3,2,3,4,3, , ,-7,1,2,3,2, ,2,1,1,1,1,3,6,7,7,7,4,4,5,4,6,7,4,6,7,4,5,7,7,4,4,4,5,3,7,7,1,7,7,4,3,2,3,4,2,3,2,3,3,5,2,5,4,6,1,1,4,2,1,2,2, ,1,3,3,100,0,0,0,100,1,2,3,3,5,1,1,9,4,8,5,4,36,20,2,6,3,1,4,1,5,5,1,5,1,5,1,2,1,2,2,3,4,3,4,1,3,3,3,4,4,3,3,2,1,2,3,4,2,2,4,2,2,4,4,4,2,3,3,4,2,4,3,3,2,3,6,6,6,5,5,6,6,5,5,4,5,4,2,7,7,7,7,6,7,3,7,5, , , , , , ,4,5,3,1,4,1
562,1,4,2,4,4,3, , ,-7,2,2,3,2, ,2,1,1,2,3,1,1,1,6,6,1,5,6,1,7,5,1,1,6,3,4,4,4,4,5,4,4,5,6,3,2,6,3,4,1,5,5,3,2,5,4,6,5,2,4,3,5,5,2,3,5,2,1,4,1,1,-9,-9,3,0,98,95,0,100,1,1,3,1,3,1,2,12,2,-9,7,5,0,0,3,2,5,1,5,1,5,5,1,4,2,5,2,2,2,5,3,4,4,2,4,3,4,4,2,3,3,2,4,2,2,4,4,4,2,2,4,2,2,2,2,4,2,4,4,3,3,4,2,4,2,3,5,4,4,4,5,5,5,3,3,3,3,5,3, , , , , , , , , , , , , , , , , , , , , 
571,1,3,2,3,3,2, , ,2,1,2,3,2, ,3,2,2, ,3,3,5,5,6,7,2,3,6,3,6,5,2,5,5,4,5,4,5,3,4,5,4,6,6,5,3,5,3,5,3,5,5,3,3,4,3,5,5,3,3,2,3,5,2,3,4,1,1,2,2, ,-9,2,3,70,10,90,60,100,1,2,3,1,4,1,1,9,2,8,5,1,30,20,4,3,4,2,2,1,4,4,1,4,1,4,3,1,1,4,2,5,5,2,4,1,4,2,3,5,5,2,4,4,2,4,1,5,1,1,5,1,1,5,2,5,1,1,2,4,1,4,2,5,1,4,6,5,5,3,6,5,5,2,4,3,2,1,2, , , , , , , , , , , , , , , ,3,1,3,2,2,1
601,1,4,2,4,5,3, , ,2,2,2,4,1,4,2,1,1,4,1,3,3,5,5,3,3,5,4,3,6,6,3,4,6,4,5,5,5,4,5,4,5,6,5,4,5,5,3,4,4,5,4,3,4,5,5,5,4,3,2,4,2,6,2,4,5,1,1,4,1,2,-9,-9,4,1,90,50,1,100,2, , ,1,5,1,1,6,2,9,6,4,36,32,4,7,5,3,4,2,4,4,2,4,1,4,2,2,2,4,3,4,4,2,4,2,3,4,3,4,2,2,4,2,2,4,2,4,3,2,4,2,2,3,2,4,2,4,3,4,3,4,3,4,2,4,5,4,5,4,5,5,5,3,5,4,2,3,2,7,7,6,6,7,7,3,5,7, , , , , , ,1,4,3,2,2,2
628,2,3,2,4,4,3, , ,2,2,2,4,2, ,2,1,1,2,2,6,6,4,7,7,4,3,6,6,5,6,4,6,6,4,4,4,3,5,4,5,4,6,6,3,2,7,2,4,-7,4,4,6,7,6,1,4,6,4,4,6,6,4,2,3,3,2,1,2,1,1,-9,1,-9,40,100,100,50,100,1,3,2,1,3,1,2,13,2,-9,6,5,4,6,2,6,4,2,3,2,4,5,2,3,2,5,1,3,1,3,2,4,4,2,4,2,3,3,4,5,5,4,3,3,3,3,3,4,3,4,3,1,2,4,5,5,2,2,4,4,3,5,4,5,2,3,6,3,5,4,5,6,6,4,5,6,4,4,6, , , , , , , , , , , , , , , , , , , , , 
633,1,5,2,4,4,3, , ,2,1,2,3,1,4,3,2,1,4,2,5,6,5,6,6,4,5,6,5,6,5,2,5,6,6,5,4,3,3,4,4,4,5,5,3,5,5,4,4,4,4,5,3,3,5,4,5,4,3,3,3,3,6,2,4,3,1,1,4,2, ,2,-9,4,50,80,50,25,95,1,3,3,1,4,1,2,9,4,11,7,4,45,20,4,6,2,3,4,2,4,4,2,4,2,4,2,2,2,4,3,4,4,4,4,1,3,4,4,4,4,3,3,2,2,3,3,4,2,2,3,2,2,3,4,4,2,4,2,4,3,4,4,4,2,3,6,5,5,5,5,5,5,3,4,2,1,1,1,6,6,6,6,6,6,6,6,5, , , , , , , , , , , , 
633,2,4,2,4,4,3, , ,2,2,2,3,2, ,3,2,1,-9,2,1,7,1,1,7,1,1,1,1,7,1,1,1,7,1,1,4,4,4,4,4,4,4,7,4,4,7,4,4,1,1,1,5,4,5,4,5,4,4,4,4,4,5,3,1,1,1,1,3,2, ,2,3,2,25,75,10,5,100,1,1,3,1,2,1,1,8,4,-9,6,4,40,15,1,9,3,3,3,1,3,4,2,4,2,4,1,5,1,4,3,4,4,3,4,1,3,3,2,4,4,3,3,2,3,3,3,4,2,2,3,2,2,4,4,4,3,3,2,3,2,4,3,4,2,3,4,4,4,4,4,5,5,4,5,4,4,4,3,6,6,6,6,5,6,6,6,3, , , , , , , , , , , , 
633,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,1,5,7,3,4,4,4,4,4,4,4,-7,6,5,6,7,5,6,4,5,4,5,6,5,7,1,1,4,1,1,3,2, ,2,-9,3,50,50,50,50,100,2, , ,2, , ,2,2,4,-9,4,4,15,8,2,1,2,4,1,1,5,5,3,2,1,5,4,1,3,5,1,5,4,1,4,2,3,3,2,4,4,2,4,1,4,4,1,4,2,2,5,1,3,4,4,4,2,4,4,4,2,4,3,4,1,4,7,7,7,7,7,7,5,6,7,7,2,1,1, , , , , , , , , ,1,2,3,3,4,2, , , , , , 
636,1,5,3,5,5,3, , ,-7,2,2,4,2, ,3,3,1,4,1,1,1,6,5,4,4,3,6,1,5,6,2,1,5,5,5,4,4,3,4,5,5,5,6,6,1,5,1,2,-7,3,2,5,5,4,1,4,3,3,4,5,5,3,2,2,3,1,1,4,1,2,-9,-9,4,50,80,60,20,100,2, , ,2,3,1,3,6,4,-9,5,4,38,26,2,6,4,2,2,3,3,4,2,3,1,4,2,2,2,3,2,5,4,3,4,1,3,3,3,4,4,2,3,3,2,3,1,5,1,1,3,2,1,4,4,4,1,2,2,3,1,4,3,4,1,3,5,3,5,4,5,6,5,1,5,2,2,2,2,7,7,6,7,4,4,3,7,5, , , , , , ,1,5,3,4,1,1
643,1,3,2,4,4,3, , ,-7,5,2,4,2, ,3,2,1,2,2,1,2,5,5,5,1,3,5,1,6,2,1,1,5,3,4,4,3,2,5,4,4,6,6,2,2,5,3,5,3,4,3,6,5,5,3,2,2,3,6,6,6,5,2,1,1,1,1,1,1,1,1,-9,-9,80,0,0,0,50,1,1,3, , , ,2,11,2,-9,4,4,30,10,2,6,3,2,3,4,4,4,2,4,3,4,2,3,3,4,4,3,3,2,2,2,2,4,4,3,1,3,2,5,3,3,4,3,2,3,4,4,1,4,5,3,2,2,3,4,2,3,3,4,2,3,5,6,5,2,6,6,5,3,4,5,4,4,6, , , , , , , , , , , , , , , ,4,3,1,2,1,2
655,1,3,2,3,3,2, , ,2,2,2,3,2, ,3,2,1,1,2,2,4,2,4,5,2,2,4,2,5,3,1,4,3,3,4,4,2,4,2,4,2,5,6,6,1,6,2,2,1,2,2,6,2,4,2,5,4,2,5,2,5,5,6,1,1,1,1,4,1,1,2,-9,4,0,10,0,0,30,1,1,3,2,1,1,2,11,2,7,3,5,24,20,1,8,2,4,2,2,2,3,4,2,2,4,1,2,2,2,4,4,3,4,4,1,3,2,4,4,4,3,1,3,4,3,4,4,3,2,2,2,2,3,2,4,2,2,2,3,3,4,4,2,2,2,5,6,4,5,4,4,5,3,2,2,2,6,4, , , , , , , , , , , , , , , ,3,5,3,4,3,3
655,2,3,2,4,3,2, , ,2,1,2,3,2, ,2,2,1,2,2,1,5,2,2,1,1,1,4,1,7,1,1,5,7,1,2,5,3,4,6,4,4,3,4,7,1,7,1,1,-7,1,1,5,1,1,1,1,1,4,5,5,5,3,3,1,4,1,1,2,2, ,2,-9,4,30,10,0,0,10,1,1,3,1,3,1,1,11,2,7,5,5,36,24,1,5,4,2,1,1,3,3,2,3,1,3,3,1,2,5,2,5,3,3,5,1,4,5,2,5,2,3,4,2,3,4,1,4,1,1,4,1,2,5,3,4,1,3,3,4,2,3,2,4,3,3,4,2,2,2,6,5,5,5,5,3,4,5,4, , , , , , , , , , , , , , , ,4,5,3,4,3,4
657,1,4,2,4,4,3, , ,-7,2,2,4,2, ,-9,1,1,3,1,1,1,6,6,6,1,5,5,1,6,5,1,1,5,4,4,4,4,2,5,4,2,5,7,1,1,7,1,1,1,4,2,4,2,4,1,4,4,2,4,4,1,6,4,2,1,1,1,3,1,2,2,-9,-9,20,100,20,0,100,2, , ,1,3,1,2,9,3,8,6,4,38,24,1,1,5,1,5,1,4,5,1,5,1,5,4,1,2,2,1,4,3,3,4,1,5,3,4,5,3,3,5,1,3,3,1,5,2,3,5,1,1,4,3,4,1,1,1,4,3,3,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,1,4,7,4, , , , , , ,4,5,1,4,1,1
657,2,4,2,4,4,3, , ,-7,2,2,4,2, ,-9,1,1,3,1,1,1,6,4,3,1,6,3,1,6,6,1,1,4,4,4,5,5,2,4,4,5,5,7,7,1,7,1,1,1,6,6,4,4,4,4,4,5,4,4,4,4,6,1,5,4,1,1,4,1,3,2,-9,4,10,100,10,0,100,2, , ,2,3,1,1,9,3,9,6,4,40,20,2,8,1,4,3,3,3,3,4,5,2,3,1,1,3,3,4,4,3,3,3,1,4,3,4,4,4,3,3,4,3,3,3,4,2,2,2,4,3,4,4,4,1,1,1,3,2,3,3,3,1,2,5,4,5,4,6,6,5,4,3,4,4,4,4,7,7,6,7,5,4,7,7,5, , , , , , ,1,3,2,2,1,1
709,1,3,2,3,4,1,2, ,2,1,2,4,2, ,2,2,2, ,1,1,3,4,5,7,4,1,3,1,6,6,1,4,6,6,5,2,2,2,2,4,2,7,7,7,1,7,1,1,-7,5,4,3,1,2,1,4,5,2,2,4,1,5,3,4,1,1,1,4,1,2,-9,4,4,75,100,100,0,100,1,1,3,1,4,1,2,12,2,9,6,4,5,5,2,8,2,3,1,1,1,2,4,5,1,3,1,1,1,5,3,4,4,1,4,1,4,4,2,4,5,1,5,1,1,4,1,5,1,1,5,1,1,5,2,4,1,4,4,4,1,5,2,5,1,4,1,5,1,1,7,6,6,5,1,2,4,1,1, , , , , , , , , , , , , , , , , , , , , 
733,1,3,2,3,4,2, , ,2,2,2,3,2, ,2,2,1,2,2,2,4,1,3,6,2,4,6,2,6,6,1,7,6,5,4,5,4,4,4,4,4,4,1,7,1,4,1,1,-7,4,2,5,3,4,2,2,4,4,4,3,5,5,3,3,1,1,1,2,2, ,1,-9,-9,2,90,80,0,100,1,1,3,2,1,1,2,13,2,-9,4,5,0,0,2,9,4,2,2,4,3,4,2,3,3,4,2,4,3,3,3,4,3,4,5,1,4,3,3,4,3,4,3,2,3,4,2,5,2,4,4,2,2,3,4,5,2,2,2,4,3,4,2,4,3,3,2,4,3,2,6,4,4,4,3,5,4,5,5, , , , , , , , , , , , , , , , , , , , , 
733,2,3,2,3,4,2, , ,2,2,2,3,2, ,2,2,1,2,2,2,5,1,1,6,1,1,6,2,6,2,1,6,7,3,3,4,4,4,4,4,4,5,1,7,1,4,1,1,-7,5,5,3,3,5,2,3,6,2,4,4,2,5,2,3,4,1,1,3,2, ,1,-9,4,1,100,100,0,100,1,1,3,2,3,1,2,13,2,-9,4,5,0,0,3,9,5,3,2,1,4,5,2,4,2,3,1,2,2,4,2,4,4,2,4,1,3,4,2,4,4,3,4,1,2,4,2,3,2,1,4,2,2,4,5,4,1,3,2,4,3,5,2,4,1,4,3,4,4,3,5,4,4,5,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , 
797,1,3,2,4,4,3, , ,2,2,2,4,2, ,3,2,1,1,-9,2,2,1,5,5,1,5,5,2,5,1,1,2,5,5,2,3,3,3,4,4,3,5,2,2,2,5,1,5,3,5,2,2,4,4,1,5,5,2,2,2,1,4,2,1,4,2,1,3,1,3,-9,-9,-9,10,80,5,0,80,1,1,3,2,3,1,2,13,2,8,4,4,0,0,2,1,4,2,4,2,4,4,2,4,2,4,2,2,1,3,2,4,4,2,4,1,2,3,2,4,4,2,4,2,2,2,2,4,2,2,4,2,2,4,3,4,1,3,3,3,2,4,2,4,1,2,4,6,6,1,5,5,5,2,2,4,2,4,5, , , , , , , , , , , , , , , ,3,5,1,4,4,4
816,1,4,2,5,4,3, , ,-7,1,2,3,1,3,3,1,1,3,2,1,3,6,6,6,1,5,6,1,5,1,1,1,4,5,4,6,6,3,6,3,6,6,5,2,2,5,2,4,3,4,2,4,3,2,3,4,3,3,5,5,5,6,1,3,2,1,1,4,2, ,-9,-9,4,40,100,100,100,100,1,3,3,1,4,1,1,8,2,8,6,4,38,12,3,8,3,1,4,1,5,5,1,4,1,5,3,2,1,5,3,4,4,1,3,1,2,5,2,3,5,2,5,2,2,5,1,4,1,1,5,2,1,4,2,3,1,4,2,3,3,3,2,4,1,4,6,5,5,5,6,6,6,1,6,1,1,1,4,6,6,4,4,5,4,1,5,7, , , , , , , , , , , , 
816,2,4,2,4,4,3, , ,-7,3,2,3,2, ,2,1,1,2,2,2,3,6,5,5,1,1,6,2,6,6,1,3,6,5,4,5,3,3,6,5,5,6,7,6,1,6,2,1,-7,1,1,5,4,5,1,5,2,5,5,5,4,6,2,1,2,1,1,4,2, ,-9,-9,4,30,90,90,10,99,1,1,3,1,2,1,1,10,2,9,6,5,30,15,1,1,2,4,1,2,4,3,2,2,2,2,2,5,4,3,4,5,5,1,4,2,4,2,3,4,4,1,4,2,2,1,4,4,2,5,3,2,1,4,4,4,2,1,2,3,5,3,4,4,1,5,2,2,2,4,5,4,4,4,2,3,3,4,3, , , , , , , , , , , , , , , , , , , , , 
816,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,6,2,4,2,4,4,4,4,4,4,4,-7,4,4,4,4,4,4,4,4,4,4,4,4,5,2,1,1,1,1,4,2, ,-9,-9,4,60,50,30,10,80,2, , ,2, , ,2,2,4,-9,4,5,20,10,2,1,2,4,2,2,2,4,2,3,2,3,4,1,2,4,1,4,3,3,5,4,3,2,2,4,3,3,4,2,2,3,1,4,2,3,5,2,4,4,3,4,4,4,4,4,5,4,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,3,2,4,3,4,3, , , , , , 
819,1,3,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,4,4,4,6,6,4,7,6,4,7,6,4,4,7,6,4,4,4,4,4,4,4,5,6,7,1,7,4,1,2,4,3,5,5,4,4,4,4,5,4,5,4,6,3,3,3,2,1,1,2, ,1,-9,2,10,80,80,0,80,1,1,3,2,3,1,2,13,2,-9,5,4,0,0,2,6,5,2,5,1,3,2,2,3,1,4,3,1,3,3,3,3,3,3,3,1,3,3,3,4,2,3,3,3,3,3,3,4,2,3,2,3,3,1,2,4,1,2,3,3,1,3,4,3,1,3,4,4,5,4,5,5,4,4,4,4,4,4,5, , , , , , , , , , , , , , , ,4,5,1,4,2,1
819,2,3,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,4,4,4,6,7,4,7,6,4,6,6,4,4,7,6,5,4,4,4,4,4,4,5,6,7,1,6,1,1,2,4,4,3,5,4,4,5,4,5,5,5,4,6,2,3,4,2,1,3,2, ,1,-9,-9,15,80,80,0,60,1,1,3,1,3,1,2,13,2,-9,5,4,0,0,2,6,4,1,4,1,4,4,2,4,2,4,2,2,2,3,2,4,4,3,3,1,2,4,3,4,4,3,4,2,3,3,2,4,3,2,3,2,1,4,3,4,2,3,2,3,3,4,2,3,2,3,5,5,5,4,5,5,4,3,5,5,3,4,5, , , , , , , , , , , , , , , ,4,5,4,4,1,1
825,1,4,2,4,4,1,1,2,-7,1,2,1,1,3,2,1,1,3,1,2,4,7,6,6,1,1,5,2,7,6,1,4,7,6,5,4,3,3,1,4,4,7,7,5,1,7,3,1,-7,5,2,7,6,6,2,6,2,4,4,6,6,6,1,1,3,1,1,4,1,1,-9,4,4,50,100,100,0,100,1,1,3,1,3,1,1,10,2,8,4,4,36,24,2,8,3,3,1,1,4,5,2,4,1,3,4,1,1,5,1,4,4,3,5,1,2,4,1,4,5,3,3,1,3,4,1,5,1,1,4,1,1,5,3,4,1,3,4,4,1,4,1,4,1,4,5,1,4,3,6,4,3,2,3,2,3,1,2,7,6,6,6,6,1,2,7,4, , , , , , ,1,2,2,2,2,2
825,2,3,2,4,4,3, , ,-7,2,2,1,2, ,2,1,1,2,1,3,4,6,6,6,1,2,5,3,5,6,1,2,6,6,6,4,3,3,4,4,4,5,6,7,1,5,3,2,-7,2,2,5,5,5,3,3,5,5,5,5,5,5,2,3,3,1,1,4,1,2,-9,2,-9,20,50,50,0,80,1,-9,3,2,2,1,2,10,2,9,5,4,40,28,1,4,4,2,3,2,4,4,2,3,1,4,3,1,2,4,4,4,4,3,4,1,2,4,3,4,4,3,2,3,3,3,2,4,2,4,4,1,2,4,3,4,2,2,3,3,3,4,4,4,2,3,6,6,4,4,5,6,6,2,2,2,3,3,2, , , , , , , , , , , , , , , ,1,1,3,2,1,1
831,1,2,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,2,5,4,5,5,4,2,4,2,5,4,1,5,6,5,4,4,4,3,3,3,3,5,4,4,1,3,2,2,3,2,2,4,3,5,2,4,2,4,4,4,4,6,3,1,4,1,1,3,1,3,-9,-9,3,10,80,50,0,90,1,2,3, , , ,2,11,2,8,7,2,30,25,2,2,2,3,2,4,2,4,3,2,2,4,1,3,2,4,3,3,4,2,2,1,3,4,3,3,4,2,3,2,4,4,3,3,2,2,2,3,3,3,4,2,2,3,2,4,2,4,3,2,4,3,5,2,2,2,5,4,5,3,3,5,2,4,4, , , , , , , , , , , , , , , ,4,5,3,4,3,3
844,1,4,2,3,3,2, , ,1,3,2,2,1,3,3,1,1,-9,1,1,6,6,6,6,1,1,5,1,6,6,1,6,6,5,4,1,1,4,1,4,1,4,1,7,1,1,1,1,-7,4,2,5,6,4,4,4,4,4,4,4,4,5,2,1,1,1,1,1,1,1,2,-9,2,10,50,50,0,100,1,1,5,1,2,1,2,7,4,-9,2,4,50,16,1,6,3,3,2,2,5,5,2,4,2,5,1,3,2,2,5,3,3,2,3,2,3,3,4,3,3,3,2,3,2,3,4,4,2,3,3,3,4,4,4,3,4,1,3,3,2,4,4,3,3,3,5,4,4,5,5,5,4,3,5,4,1,3,1,6,1,6,6,4,4,2,1,1, , , , , , ,1,3,3,2,1,1
844,2,3,2,3,4,2, , ,-7,3,2,3,1,4,4,1,1,2,1,4,4,5,5,4,4,4,5,4,6,4,4,6,5,7,4,4,4,4,4,4,4,4,4,6,2,5,4,2,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,3,2,1,4,1,2,2,-9,4,50,50,25,0,100,1,3,5,1,3,1,1,8,4,-9,4,4,40,24,1,6,3,3,3,2,3,4,2,3,3,3,1,3,2,3,3,3,3,3,3,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,3,3,3,3,4,4,4,4,5,4,4,4,5,4,4,4,3, , , , , , , , , , , , , , , ,1,3,3,3,1,1
844,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,4,4,3,2,5,4,7,1,4,1,1,-7,4,5,3,3,4,4,5,3,2,3,3,4,4,2,5,4,2,1,2,2, ,2,-9,3,20,20,15,10,10,2, , ,2, , ,2,3,6,-9,5,4,0,40,2,1,4,2,1,2,5,5,2,3,1,4,1,3,2,3,5,4,3,3,2,1,3,1,5,5,4,3,1,3,1,3,3,4,1,5,1,3,3,4,5,5,2,2,1,3,2,4,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,5,4,4,3,7,5, , , , , , ,1,4,3,3,1,1
844,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,1,6,3,1,1,3,4,4,4,4,4,4,4,5,3,3,3,2,1,3,1,2,-9,-9,4,60,0,0,0,50,2, , ,2, , ,2,3,2,-9,5,4,50,40,1,6,2,5,1,3,2,4,4,1,2,2,1,2,1,4,1,4,3,3,3,1,3,5,2,3,3,3,3,2,4,2,2,3,2,1,2,1,4,3,4,4,2,3,2,3,4,3,5,2,1,2,4,3,2,2,4,4,4,5,4,3,4,4,4,5,2,5,3,1,1,4,1,1, , , , , , ,1,2,2,3,1,1
844,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,5,4,3,3,5,4,5,2,4,2,3,-7,5,3,3,3,5,4,4,4,4,4,4,4,4,4,3,4,2,1,3,2, ,2,-9,3,40,20,20,10,100,2, , ,2, , ,2,3,4,-9,3,2,34,32,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , ,1,3,3,3,1,1
873,2,-9, ,2,3,1,2, ,-7,3,2,3,2, ,-9,2,2, ,2,2,6,6,6,6,3,5,6,3,6,6,3,5,6,6,6,4,3,3,2,4,3,2, , , , , , , ,4,2,5,5,3,4,5,5,4,3,5,2,5,5,1,3,1,1,2,2, ,2,-9,1,50,0,0,0,10,1,1,3,2,3,1,3,9,2,-9,5,4,36,12,1,8,3,3,3,2,4,4,2,3,2,3,2,2,4,3,3,4,2,3,3,3,4,3,3,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,1,5,3,3,2,2
902,1,2,2,3,3,2, , ,-7,3,2,3,1,3,2,3,2, ,3,6,6,4,5,7,1,6,6,6,6,4,1,4,6,5,4,4,4,4,4,4,4,4,6,7,2,7,1,4,-7,5,4,4,3,4,4,4,4,4,4,5,5,5,2,2,3,1,1,2,1,1,2,-9,-9,25,75,75,0,100,1,1,2, , , ,2,12,2,-9,5,4,0,0,2,1,2,4,2,3,4,4,2,3,3,4,1,3,2,3,4,4,4,3,4,2,2,3,4,3,4,3,2,3,3,2,3,4,2,3,2,3,2,3,4,3,2,2,2,3,2,4,3,3,2,2,6,5,6,2,5,6,6,4,2,4,4,2,4, , , , , , , , , , , , , , , ,4,4,1,2,1,1
905,1,3,2,4,4,2, , ,1,4,2,3,2, ,3,4,2, ,3,4,3,3,4,4,2,2,4,3,4,3,1,3,5,3,4,4,4,3,3,4,4,4,5,5,1,5,1,1,2,2,3,2,4,4,3,3,3,3,4,3,2,5,3,2,4,1,1,3,2, ,2,1,-9,0,80,0,0,100,2, , , , , ,2,12,3,-9,3,1,40,20,2,6,2,3,2,1,2,2,3,3,1,3,2,2,2,4,3,3,3,4,4,1,3,3,4,4,4,4,3,2,2,3,2,4,2,3,4,2,1,3,4,3,2,3,2,3,2,4,3,3,1,3,2,5,5,4,5,5,4,5,6,4,3,2,2, , , , , , , , , , , , , , , ,1,3,2,3,2,3
979,1,3,2,3,4,2, , ,-7,3,2,2,2, ,2,1,1,3,2,4,7,7,4,1,7,4,3,1,5,4,1,1,6,4,5,4,4,2,5,3,4,4,4,7,3,1,4,4,-7,4,3,5,4,5,3,5,3,4,4,4,4,5,3,2,2,1,1,2,1,1,1,1,2,0,0,0,0,0,1,1,5,3,3,1,3,9,2,-9,4,4,30,30,2,2,5,5,3,3,3,3,4,2,3,4,1,3,3,4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,4,5,1,4,4,3
979,2,2,2,4,4,3, , ,-7,2,2,4,2, ,2,2,1,2,2,2,3,4,5,7,1,2,6,3,6,6,1,4,6,5,5,5,6,2,6,4,6,7,1,7,1,7,1,1,-7,4,4,7,6,6,2,1,3,4,7,6,6,6,1,3,4,4,1,2,1,1,2,-9,2,10,100,25,1,50,1,1,3,2,3,1,2,11,2,-9,5,1,30,10,1,6,4,3,3,2,3,4,2,3,2,4,1,2,1,4,4,3,4,2,3,2,3,2,3,3,3,4,3,3,2,3,3,4,2,3,3,3,3,5,4,3,1,3,3,4,3,4,2,3,1,4,1,1,4,6,4,4,6,2,6,2,4,2,4, , , , , , , , , , , , , , , ,3,1,4,3,4,4
