nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,belbezig,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
2440,1,1946,2,2,3,3,1,2,0,3,4,24,2,1,0,1,2
2440,2,1948,1,1,5,5,1,2,0,3,4,24,2,0,1,1,2
2471,1,1951,2,1,7,4,9,1,0,1,1,27,1,1,1,0,2
2489,1,1935,1,1,5,5,8,2,0,2,2,26,2,0,1,1,1
2489,2,1937,2,2,4,4,7,2,0,2,2,26,2,1,0,1,1
2501,1,1955,1,1,3,3,1,4,1,3,2,26,5,1,1,1,2
2501,2,1957,2,2,3,3,1,4,1,3,2,26,5,0,0,1,2
2501,3,1982,2,5,3,3,1,4,1,3,2,26,5,0,0,1,2
2501,5,2003,2,7,8,8,13,4,1,3,2,26,5,0,0,1,2
2510,1,1937,2,2,3,3,8,2,0,4,2,27,2,0,0,1,1
2510,2,1940,1,1,6,6,8,2,0,4,2,27,2,1,1,1,1
2524,1,1917,1,1,6,6,8,2,0,5,2,29,5,1,1,0,1
2524,3,1924,2,6,9,3,8,2,0,5,2,29,5,0,0,0,1
2545,1,1922,1,1,4,4,8,2,0,3,2,27,2,1,1,1,1
2545,2,1926,2,2,4,4,7,2,0,3,2,27,2,0,0,1,1
2556,1,1936,1,1,3,3,8,2,0,3,5,30,2,0,1,1,2
2556,2,1937,2,2,3,3,8,2,0,3,5,30,2,1,0,1,2
2557,1,1929,2,2,3,3,8,2,0,2,2,28,2,1,0,1,2
2557,2,1930,1,1,3,3,8,2,0,2,2,28,2,0,1,1,2
2590,1,1923,1,1,6,6,8,2,0,4,3,22,2,1,1,1,1
2590,2,1933,2,2,3,3,7,2,0,4,3,22,2,0,0,1,1
2594,1,1931,1,1,5,3,8,2,0,4,5,30,2,1,1,1,1
2594,2,1938,2,2,3,3,8,2,0,4,5,30,2,0,0,1,1
2597,1,1950,1,1,7,4,8,2,0,4,5,30,2,1,1,1,1
2597,2,1952,2,2,3,3,2,2,0,4,5,30,2,0,0,1,1
2617,1,1943,1,1,3,3,8,2,0,3,4,25,2,1,1,1,1
2617,2,1943,2,2,3,3,8,2,0,3,4,25,2,0,0,1,1
2628,1,1940,1,1,3,3,8,2,0,3,2,26,2,1,1,1,2
2628,2,1943,2,2,3,3,9,2,0,3,2,26,2,0,0,1,2
2635,1,1919,1,1,6,3,8,2,0,3,4,25,2,1,1,1,2
2635,2,1921,2,2,6,6,8,2,0,3,4,25,2,0,0,1,2
2652,1,1951,1,1,6,6,3,3,1,2,2,26,3,1,1,1,1
2652,2,1960,2,2,6,6,1,3,1,2,2,26,3,0,0,1,1
2652,3,1998,2,5,2,8,6,3,1,2,2,26,3,0,0,1,1
2656,1,1928,2,2,6,6,8,2,0,1,2,27,2,0,0,1,1
2656,2,1929,1,1,3,3,8,2,0,1,2,27,2,1,1,1,1
2661,1,1948,1,1,7,7,9,1,0,2,2,28,1,1,1,0,1
2757,1,1942,1,1,5,5,8,2,0,2,5,30,2,0,1,1,1
2757,2,1943,2,2,3,3,7,2,0,2,5,30,2,1,0,1,1
2775,1,1946,1,1,6,5,8,2,0,5,5,30,2,0,1,1,1
2775,2,1948,2,2,6,6,3,2,0,5,5,30,2,1,0,1,1
2786,1,1935,1,1,6,6,8,2,0,2,5,30,2,1,1,1,2
2786,2,1939,2,2,3,2,7,2,0,2,5,30,2,0,0,1,2
2824,1,1965,1,1,3,3,1,4,2,4,5,30,3,0,1,1,2
2824,2,1968,2,2,3,3,7,4,2,4,5,30,3,1,0,1,2
2824,3,1993,2,5,4,2,6,4,2,4,5,30,3,0,0,1,2
2824,4,1995,1,5,2,8,6,4,2,4,5,30,3,0,0,1,2
2863,1,1960,1,1,6,6,1,5,3,4,4,25,3,1,1,1,1
2863,2,1967,2,2,6,6,1,5,3,4,4,25,3,0,0,1,1
2863,3,1994,1,5,2,8,6,5,3,4,4,25,3,0,0,1,1
2863,4,1996,1,5,2,8,6,5,3,4,4,25,3,0,0,1,1
2863,5,2001,2,5,2,8,6,5,3,4,4,25,3,0,0,1,1
2915,1,1947,1,1,3,2,1,3,1,4,5,30,3,0,1,1,1
2915,2,1949,2,2,4,4,7,3,1,4,5,30,3,1,0,1,1
2915,3,1984,2,5,2,2,6,3,1,4,5,30,3,0,0,1,1
2934,1,1943,2,1,6,6,8,1,0,1,1,28,1,1,1,0,1
2944,1,1942,1,1,3,3,8,2,0,4,4,23,2,0,1,1,1
2944,2,1942,2,2,5,5,7,2,0,4,4,23,2,1,0,1,1
2983,1,1938,2,2,2,2,8,2,0,4,5,30,2,0,0,1,1
2983,2,1938,1,1,6,6,8,2,0,4,5,30,2,1,1,1,1
3016,1,1939,1,1,5,5,8,2,0,4,5,31,2,1,1,1,1
3016,2,1933,2,2,5,9,8,2,0,4,5,31,2,0,0,1,1
3039,1,1956,1,1,6,6,3,3,1,4,5,30,3,1,1,1,1
3039,2,1956,2,2,6,6,1,3,1,4,5,30,3,0,0,1,1
3039,3,1987,1,5,4,2,6,3,1,4,5,30,3,0,0,1,1
3076,1,1961,1,1,4,4,1,5,3,2,2,28,3,1,1,1,1
3076,2,1964,2,2,5,5,1,5,3,2,2,28,3,0,0,1,1
3076,3,1990,1,5,2,2,6,5,3,2,2,28,3,0,0,1,1
3076,4,1994,1,5,2,8,6,5,3,2,2,28,3,0,0,1,1
3076,5,1996,2,5,2,8,6,5,3,2,2,28,3,0,0,1,1
3086,1,1950,1,1,3,3,1,2,0,2,5,30,2,0,1,1,2
3086,2,1951,2,2,3,3,7,2,0,2,5,30,2,1,0,1,2
3096,1,1931,2,2,4,4,7,2,0,4,5,30,2,0,0,1,1
3096,2,1935,1,1,5,5,11,2,0,4,5,30,2,1,1,1,1
3115,1,1960,1,1,6,6,1,4,2,4,4,23,3,1,1,1,1
3115,2,1973,2,3,5,5,7,4,2,4,4,23,3,0,0,1,1
3115,3,1992,2,5,4,2,13,4,2,4,4,23,3,0,0,1,1
3115,4,1996,1,5,2,8,13,4,2,4,4,23,3,0,0,1,1
3153,1,1934,1,1,5,5,8,2,0,5,5,30,2,1,1,1,1
3153,2,1938,2,2,3,3,7,2,0,5,5,30,2,0,0,1,1
3157,1,1930,1,1,4,4,8,2,0,2,2,27,2,1,1,1,1
3157,2,1930,2,3,4,4,8,2,0,2,2,27,2,0,0,1,1
3175,1,1942,2,1,7,4,8,1,0,4,5,30,1,1,1,0,1
3188,1,1929,1,1,6,6,8,2,0,2,5,30,2,1,1,1,1
3188,2,1934,2,2,4,4,7,2,0,2,5,30,2,0,0,1,1
3222,1,1962,2,2,7,6,1,4,2,3,4,25,3,1,0,1,1
3222,2,1961,1,1,5,5,1,4,2,3,4,25,3,0,1,1,1
3222,3,1998,1,5,2,8,13,4,2,3,4,25,3,0,0,1,1
3222,4,2001,2,5,2,8,13,4,2,3,4,25,3,0,0,1,1
3236,1,1953,2,1,5,5,1,1,0,2,2,26,1,1,1,0,2
3270,1,1953,1,1,6,6,1,4,2,5,2,28,3,1,1,1,1
3270,2,1954,2,2,3,3,7,4,2,5,2,28,3,0,0,1,1
3270,3,1989,1,5,4,2,6,4,2,5,2,28,3,0,0,1,1
3270,4,1991,1,5,1,8,6,4,2,5,2,28,3,0,0,1,1
3277,1,1931,1,1,4,4,8,2,0,2,5,30,2,0,1,1,2
3277,2,1936,2,2,3,3,7,2,0,2,5,30,2,1,0,1,2
3297,1,1954,1,1,5,5,1,4,3,4,3,20,4,1,1,0,1
3297,3,1994,1,5,2,8,13,4,3,4,3,20,4,0,0,0,1
3297,4,1996,1,5,2,8,13,4,3,4,3,20,4,0,0,0,1
3297,5,1999,1,5,2,8,13,4,3,4,3,20,4,0,0,0,1
3374,1,1950,1,1,6,6,1,3,1,3,5,30,3,0,1,1,1
3374,2,1952,2,2,4,4,1,3,1,3,5,30,3,1,0,1,1
3374,4,1982,2,5,6,6,1,3,1,3,5,30,3,0,0,1,1
3408,1,1934,1,1,3,3,8,2,0,5,2,28,2,0,1,1,1
3408,2,1939,2,2,3,3,7,2,0,5,2,28,2,1,0,1,1
3439,1,1936,1,3,3,3,8,2,0,2,4,25,2,1,0,1,1
3439,2,1945,1,1,6,6,8,2,0,2,4,25,2,0,1,1,1
3456,1,1931,1,1,6,6,8,2,0,4,5,30,2,0,1,1,1
3456,2,1933,2,2,2,2,8,2,0,4,5,30,2,1,0,1,1
3466,1,1955,1,1,5,5,1,4,2,3,4,25,3,1,1,1,1
3466,2,1957,2,2,5,3,7,4,2,3,4,25,3,0,0,1,1
3466,3,1988,1,5,6,4,6,4,2,3,4,25,3,0,0,1,1
3466,4,1991,1,5,4,2,6,4,2,3,4,25,3,0,0,1,1
3513,1,1951,2,2,3,3,1,2,0,4,5,31,2,0,0,1,1
3513,2,1955,1,1,3,3,1,2,0,4,5,31,2,1,1,1,1
3557,1,1921,1,1,7,7,11,2,0,5,5,30,2,1,1,1,1
3557,3,1926,2,3,3,3,7,2,0,5,5,30,2,0,0,1,1
3589,1,1939,1,1,3,3,8,2,0,2,5,31,2,1,1,1,2
3589,2,1941,2,2,3,3,8,2,0,2,5,31,2,0,0,1,2
3592,1,1938,1,1,4,3,8,2,0,5,3,21,2,0,1,1,1
3592,2,1940,2,2,6,6,8,2,0,5,3,21,2,1,0,1,1
3610,1,1941,1,1,3,3,1,2,0,2,2,28,2,1,1,1,1
3610,2,1942,2,2,3,2,7,2,0,2,2,28,2,0,0,1,1
3615,1,1954,1,1,5,5,1,1,0,4,4,25,1,1,1,0,1
3625,1,1939,1,1,6,6,8,2,0,1,1,28,2,0,1,1,2
3625,2,1944,2,2,3,3,7,2,0,1,1,28,2,1,0,1,2
3668,1,1928,1,1,6,6,8,2,0,5,3,21,2,1,1,1,2
3668,2,1931,2,2,3,3,7,2,0,5,3,21,2,0,0,1,2
3670,1,1954,1,1,6,6,9,4,1,5,5,31,5,1,1,1,2
3670,2,1954,2,2,3,3,7,4,1,5,5,31,5,0,0,1,2
3670,3,1979,2,7,6,6,1,4,1,5,5,31,5,0,0,1,2
3670,4,1981,2,5,6,6,4,4,1,5,5,31,5,0,0,1,2
3734,1,1928,1,1,7,7,8,2,0,4,2,26,2,1,1,1,1
3734,2,1942,2,2,6,6,7,2,0,4,2,26,2,0,0,1,1
3834,1,1936,1,1,7,6,11,1,0,3,4,25,1,1,1,0,1
3860,1,1948,1,1,6,6,1,2,0,2,5,30,2,1,1,1,1
3860,2,1949,2,3,5,5,1,2,0,2,5,30,2,0,0,1,1
3875,1,1936,1,1,7,7,8,2,0,3,4,25,2,1,1,1,1
3875,2,1939,2,2,6,6,8,2,0,3,4,25,2,0,0,1,1
3906,1,1959,1,1,7,7,1,4,2,4,4,24,3,1,1,1,1
3906,2,1960,2,2,5,5,7,4,2,4,4,24,3,0,0,1,1
3906,3,1988,2,5,4,3,12,4,2,4,4,24,3,0,0,1,1
3906,4,1989,1,5,4,2,12,4,2,4,4,24,3,0,0,1,1
3982,1,1931,2,2,3,3,7,2,0,2,4,25,2,1,0,1,1
3982,2,1932,1,1,2,2,8,2,0,2,4,25,2,0,1,1,1
4003,1,1964,2,3,5,5,1,6,3,3,5,30,3,1,0,1,1
4003,2,1990,2,6,3,2,6,6,3,3,5,30,3,0,0,1,1
4003,3,1966,1,1,6,6,1,6,3,3,5,30,3,0,1,1,1
4003,4,2001,2,5,2,8,6,6,3,3,5,30,3,0,0,1,1
4003,5,2003,2,5,8,8,13,6,3,3,5,30,3,0,0,1,1
4003,6,2005,1,5,8,8,13,6,3,3,5,30,3,0,0,1,1
4019,1,1960,1,1,7,4,1,1,0,1,1,27,1,1,1,0,2
4026,1,1943,2,1,6,6,8,2,0,1,1,28,2,1,1,1,1
4026,2,1940,1,2,5,5,8,2,0,1,1,28,2,0,0,1,1
4043,1,1932,1,1,3,3,8,2,0,1,3,20,2,1,1,1,1
4043,2,1941,2,2,3,3,8,2,0,1,3,20,2,0,0,1,1
4073,1,1948,2,1,4,4,9,1,0,5,2,29,1,1,1,0,2
4101,1,1949,1,1,6,5,1,3,1,3,5,30,3,0,1,1,1
4101,2,1957,2,2,7,7,1,3,1,3,5,30,3,1,0,1,1
4101,3,1987,1,5,6,4,6,3,1,3,5,30,3,0,0,1,1
4115,1,1934,1,1,4,1,8,2,0,4,5,30,2,1,1,1,1
4115,2,1943,2,2,4,3,7,2,0,4,5,30,2,0,0,1,1
4175,1,1949,2,2,3,3,7,3,1,4,4,25,3,1,0,1,2
4175,2,1951,1,1,5,5,9,3,1,4,4,25,3,0,1,1,2
4175,4,1982,1,5,5,5,1,3,1,4,4,25,3,0,0,1,2
4179,1,1939,1,1,4,4,8,2,0,2,1,28,2,0,1,1,1
4179,2,1944,2,2,5,5,7,2,0,2,1,28,2,1,0,1,1
4185,1,1929,2,2,2,2,7,2,0,4,5,30,2,0,0,1,1
4185,2,1941,1,1,6,6,8,2,0,4,5,30,2,1,1,1,1
4197,1,1954,1,1,6,6,1,1,0,1,1,28,1,1,1,0,1
4232,1,1947,2,2,6,6,7,2,0,2,5,31,2,0,0,1,1
4232,2,1948,1,1,7,6,1,2,0,2,5,31,2,1,1,1,1
4255,1,1959,2,1,7,7,1,1,0,2,5,30,1,1,1,0,2
4258,1,1932,1,1,7,7,8,2,0,2,2,28,2,0,1,1,1
4258,2,1935,2,2,6,3,8,2,0,2,2,28,2,1,0,1,1
4281,1,1946,1,1,6,6,1,3,1,1,1,28,3,1,1,1,2
4281,2,1953,2,2,6,6,1,3,1,1,1,28,3,0,0,1,2
4281,4,1984,2,5,6,6,12,3,1,1,1,28,3,0,0,1,2
4301,1,1929,1,1,5,5,8,2,0,4,3,21,2,1,1,1,1
4301,2,1931,2,2,3,3,7,2,0,4,3,21,2,0,0,1,1
4326,1,1940,1,1,3,3,9,2,0,2,5,30,2,0,1,1,1
4326,2,1941,2,2,3,3,7,2,0,2,5,30,2,1,0,1,1
4346,1,1966,1,1,5,5,1,2,0,3,5,30,2,0,1,1,1
4346,2,1967,2,2,4,4,1,2,0,3,5,30,2,1,0,1,1
5911,1,1933,1,1,6,6,8,2,0,4,2,29,2,1,1,1,1
5911,2,1938,2,3,3,3,8,2,0,4,2,29,2,0,0,1,1
6443,1,1938,1,1,6,6,8,2,0,1,1,28,2,1,1,1,1
6443,2,1941,2,2,3,2,7,2,0,1,1,28,2,0,0,1,1
7486,1,1940,1,1,3,3,8,2,0,4,5,30,2,1,1,1,1
7486,2,1948,2,2,5,5,7,2,0,4,5,30,2,0,0,1,1
7514,1,1954,1,1,4,4,1,1,0,1,1,28,1,1,1,0,2
8295,1,1958,1,1,6,5,1,4,2,2,1,28,3,1,1,1,1
8295,2,1957,2,3,5,3,1,4,2,2,1,28,3,0,0,1,1
8295,3,1983,2,5,5,5,1,4,2,2,1,28,3,0,0,1,1
8295,4,1987,2,5,5,3,1,4,2,2,1,28,3,0,0,1,1
8451,1,1943,2,2,3,2,7,2,0,3,4,25,2,0,0,1,1
8451,2,1943,1,1,6,6,12,2,0,3,4,25,2,1,1,1,1
10133,2,1942,1,1,4,4,8,2,0,3,2,27,2,1,1,1,1
10133,3,1944,2,2,5,5,7,2,0,3,2,27,2,0,0,1,1
10136,1,1964,1,1,5,5,1,4,2,3,2,28,3,1,1,1,1
10136,2,1965,2,2,4,3,3,4,2,3,2,28,3,0,0,1,1
10136,3,1995,1,5,2,8,13,4,2,3,2,28,3,0,0,1,1
10136,4,1998,1,5,2,8,13,4,2,3,2,28,3,0,0,1,1
10146,1,1953,1,1,3,3,1,1,0,2,4,25,1,1,1,0,2
10148,1,1963,1,1,6,5,1,5,3,2,5,30,3,1,1,1,1
10148,2,1969,2,2,5,3,7,5,3,2,5,30,3,0,0,1,1
10148,3,1988,1,5,3,2,6,5,3,2,5,30,3,0,0,1,1
10148,4,1990,2,5,3,2,6,5,3,2,5,30,3,0,0,1,1
10148,5,1995,1,5,2,8,6,5,3,2,5,30,3,0,0,1,1
10164,1,1934,1,1,6,6,8,2,0,4,5,30,2,1,1,1,1
10164,2,1941,2,2,5,2,7,2,0,4,5,30,2,0,0,1,1
10174,1,1934,1,1,4,4,8,2,0,1,2,27,2,1,1,1,1
10174,2,1938,2,2,3,2,8,2,0,1,2,27,2,0,0,1,1
10176,1,1936,2,1,6, ,8,1,0,1,1,27,1,1,1,0,1
10180,1,1963,1,1,7,7,1,2,0,1,1,27,2,1,1,1,1
10180,2,1968,1,3,7,7,1,2,0,1,1,27,2,0,0,1,1
10181,1,1948,2,1,9,9,7,1,0,3,4,24,1,1,1,0,2
10187,1,1929,1,1,3,2,8,2,0,2,2,27,2,1,1,1,2
10187,2,1945,2,2,3,3,1,2,0,2,2,27,2,0,0,1,2
10205,1,1946,2,1,7,7,7,1,0,4,3,22,1,1,1,0,2
10216,1,1962,1,1,6,5,1,1,0,3,5,31,1,1,1,0,2
10217,1,1946,1,1,3,3,8,2,0,3,3,21,2,1,1,1,1
10217,2,1946,2,2,6,6,1,2,0,3,3,21,2,0,0,1,1
10220,1,1950,1,1,3,3,1,2,0,1,1,28,2,1,1,1,1
10220,2,1957,2,2,3,3,1,2,0,1,1,28,2,0,0,1,1
10230,1,1956,2,1,6,6,1,1,0,2,5,30,1,1,1,0,1
10241,1,1936,1,1,7,7,8,1,0,2,2,27,1,1,1,0,1
10246,1,1943,1,1,3,3,9,2,0,1,1,28,2,1,1,1,1
10246,2,1944,2,2,3,3,7,2,0,1,1,28,2,0,0,1,1
10263,1,1926,1,1,5,5,8,1,0,2,5,31,1,1,1,0,1
10281,1,1945,1,1,3,3,8,2,0,1,1,27,2,1,1,1,2
10281,2,1947,2,2,3,3,7,2,0,1,1,27,2,0,0,1,2
10312,1,1939,2,2,3,3,7,2,0,4,2,26,2,0,0,1,1
10312,2,1943,1,1,6,6,8,2,0,4,2,26,2,1,1,1,1
10317,1,1951,2,1,7,7,1,1,0,3,3,21,1,1,1,0,2
10318,1,1959,1,1,3,3,1,5,3,4,4,23,3,0,1,1,1
10318,2,1965,2,2,5,5,7,5,3,4,4,23,3,1,0,1,1
10318,3,1990,2,5,4,2,6,5,3,4,4,23,3,0,0,1,1
10318,4,1992,2,5,3,2,6,5,3,4,4,23,3,0,0,1,1
10318,5,1997,1,5,2,8,6,5,3,4,4,23,3,0,0,1,1
10322,2,1954,1,1,4,4,1,2,1,1,2,26,4,1,1,0,1
10322,4,1983,1,5,5,5,6,2,1,1,2,26,4,0,0,0,1
10334,1,1949,1,1,5,5,1,3,1,4,5,30,3,0,1,1,1
10334,2,1953,2,2,5,5,4,3,1,4,5,30,3,1,0,1,1
10334,4,1981,2,5,5,5,1,3,1,4,5,30,3,0,0,1,1
10336,1,1961,2,2,5,5,7,4,2,3,2,27,3,0,0,1,1
10336,2,1962,1,1,6,6,1,4,2,3,2,27,3,1,1,1,1
10336,3,1987,1,5,6,4,6,4,2,3,2,27,3,0,0,1,1
10336,4,1991,2,5,3,2,6,4,2,3,2,27,3,0,0,1,1
10353,1,1960,1,1,3,3,1,4,2,4,4,25,3,0,1,1,2
10353,2,1962,2,2,3,3,7,4,2,4,4,25,3,1,0,1,2
10353,4,1989,1,5,3,2,6,4,2,4,4,25,3,0,0,1,2
10353,5,1992,1,5,4,2,6,4,2,4,4,25,3,0,0,1,2
10367,1,1941,1,1,3,3,8,2,0,4,4,25,2,0,1,1,1
10367,2,1944,2,2,5,5,7,2,0,4,4,25,2,1,0,1,1
10380,1,1957,1,1,7,4,3,1,0,1,1,27,1,1,1,0,2
10383,1,1970,2,2,6,4,1,4,2,2,4,23,3,1,1,1,2
10383,2,1972,1,1,5,5,1,4,2,2,4,23,3,0,0,1,2
10383,3,2002,2,5,8,8,13,4,2,2,4,23,3,0,0,1,2
10383,4,2004,2,5,8,8,13,4,2,2,4,23,3,0,0,1,2
10387,1,1932,2,2,3,3,8,2,0,2,4,23,2,1,0,1,1
10387,2,1933,1,1,5,5,8,2,0,2,4,23,2,0,1,1,1
10397,1,1953,2,1,6,6,1,1,0,2,2,28,1,1,1,0,1
10405,1,1943,2,2,3,3,7,2,0,3,1,28,2,1,0,1,2
10405,2,1944,1,1,3,3,1,2,0,3,1,28,2,0,1,1,2
10412,1,1954,1,1,6,6,1,2,1,4,2,28,4,1,1,0,1
10412,3,1980,1,5,5,5,1,2,1,4,2,28,4,0,0,0,1
10418,1,1940,1,1,6,6,8,2,0,4,3,21,2,0,0,1,2
10418,2,1957,2,2,5,5,1,2,0,4,3,21,2,1,1,1,2
10452,1,1936,1,2,3,3,8,2,0,2,1,27,2,1,0,1,1
10452,2,1941,2,1,5,2,8,2,0,2,1,27,2,0,1,1,1
10468,1,1955,1,1,5,5,1,1,0,2,5,30,1,1,1,0,1
10475,1,1927,1,1,6,6,8,2,0,2,5,30,2,0,1,1,1
10475,2,1937,2,2,3,3,8,2,0,2,5,30,2,1,0,1,1
10490,1,1951,1,1,5,5,1,1,0,2,2,26,1,1,1,0,1
10492,1,1946,2,2,7,7,1,2,0,1,3,20,2,0,0,1,1
10492,2,1955,1,1,7,7,1,2,0,1,3,20,2,1,1,1,1
10499,1,1939,1,1,5,5,8,2,0,3,2,27,2,1,1,1,2
10499,2,1946,2,2,3,3,7,2,0,3,2,27,2,0,0,1,2
10513,1,1957,1,1,5,5,1,3,1,1,1,27,3,1,1,1,1
10513,2,1958,2,2,2,2,7,3,1,1,1,27,3,0,0,1,1
10513,3,1987,1,5,3,2,6,3,1,1,1,27,3,0,0,1,1
10538,1,1957,1,1,3,3,1,7,5,3,2,29,3,0,1,1,1
10538,2,1958,2,2,4,4,7,7,5,3,2,29,3,1,0,1,1
10538,4,1984,1,5,6,3,6,7,5,3,2,29,3,0,0,1,1
10538,5,1987,2,5,5,5,6,7,5,3,2,29,3,0,0,1,1
10538,6,1991,1,5,3,2,6,7,5,3,2,29,3,0,0,1,1
10538,7,1982,2,5,5,5,1,7,5,3,2,29,3,0,0,1,1
10538,8,2000,1,5,2,8,6,7,5,3,2,29,3,0,0,1,1
10539,1,1975,2,1,7,7,1,1,0,3,4,25,1,1,1,0,2
10562,1,1953,1,1,7,4,3,4,2,1,1,27,3,1,1,1,1
10562,2,1954,2,2,6,6,3,4,2,1,1,27,3,0,0,1,1
10562,3,1984,1,5,6,4,6,4,2,1,1,27,3,0,0,1,1
10562,5,1989,2,5,4,2,6,4,2,1,1,27,3,0,0,1,1
10567,1,1934,2,2,4,4,8,2,0,2,5,31,2,0,0,1,1
10567,2,1932,1,1,6,6,8,2,0,2,5,31,2,1,1,1,1
10607,1,1925,1,1,6,4,8,2,0,1,1,28,2,1,1,1,1
10607,2,1930,2,2,6,6,7,2,0,1,1,28,2,0,0,1,1
10615,1,1953,2,2,4,4,4,2,0,5,3,21,2,1,0,1,2
10615,2,1953,1,1,3,3,9,2,0,5,3,21,2,0,1,1,2
10630,1,1957,2,1,6,6,1,1,0,3,4,24,1,1,1,0,1
10656,1,1954,1,1,7,4,1,1,0,1,1,27,1,1,1,0,1
10660,1,1944,2,2,3,3,7,2,0,4,4,25,2,1,0,1,1
10660,2,1945,1,1,5,5,8,2,0,4,4,25,2,0,1,1,1
10661,1,1959,1,1,6,6,1,4,2,4,2,29,3,1,1,1,1
10661,2,1962,2,2,5,5,1,4,2,4,2,29,3,0,0,1,1
10661,3,1987,2,5,5,3,6,4,2,4,2,29,3,0,0,1,1
10661,4,1989,1,5,4,2,6,4,2,4,2,29,3,0,0,1,1
10675,1,1953,1,1,4,4,1,4,2,4,5,30,3,1,1,1,1
10675,2,1958,2,2,5,5,1,4,2,4,5,30,3,0,0,1,1
10675,3,1989,1,5,4,2,6,4,2,4,5,30,3,0,0,1,1
10675,4,1992,2,5,4,2,6,4,2,4,5,30,3,0,0,1,1
10679,1,1941,1,1,3,3,8,2,0,2,5,30,2,0,1,1,1
10679,2,1946,2,2,7, ,7,2,0,2,5,30,2,1,0,1,1
10686,1,1970,2,1,6,6,1,2,0,1,1,28,2,1,0,1,1
10686,2,1967,1,2,6,5,1,2,0,1,1,28,2,0,1,1,1
10687,1,1930,1,1,7,4,11,2,0,2,2,27,2,0,1,1,1
10687,2,1936,2,2,9,2,11,2,0,2,2,27,2,1,0,1,1
10708,1,1934,2,2,3,3,7,2,0,2,2,27,2,0,0,1,2
10708,2,1936,1,1,5,5,8,2,0,2,2,27,2,1,1,1,2
10709,1,1952,1,1,3,2,4,2,0,3,5,31,2,1,1,1,1
10709,2,1955,2,2,3,2,7,2,0,3,5,31,2,0,0,1,1
10736,1,1947,2,1,6,6,1,1,0,2,2,27,1,1,1,0,1
10739,1,1952,2,2,3,3,1,4,2,2,2,26,3,0,0,1,1
10739,2,1956,1,1,3,3,1,4,2,2,2,26,3,1,1,1,1
10739,3,1987,1,5,4,4,1,4,2,2,2,26,3,0,0,1,1
10739,4,1989,2,5,3,2,6,4,2,2,2,26,3,0,0,1,1
10740,1,1943,2,2,7,7,11,2,0,5,2,28,2,1,0,1,1
10740,2,1945,1,1,7,7,8,2,0,5,2,28,2,0,1,1,1
10763,1,1929,1,1,7,7,8,2,0,2,2,27,2,1,1,1,1
10763,2,1929,2,2,6,6,7,2,0,2,2,27,2,0,0,1,1
10764,1,1934,1,1,6,6,8,2,0,3,5,31,2,1,1,1,1
10764,2,1938,2,2,3,3,7,2,0,3,5,31,2,0,0,1,1
10766,1,1970,1,1,3,3,1,4,2,2,1,28,3,0,1,1,1
10766,2,1970,2,2,5,5,4,4,2,2,1,28,3,1,0,1,1
10766,3,1998,2,5,2,8,13,4,2,2,1,28,3,0,0,1,1
10766,4,2001,2,5,2,8,13,4,2,2,1,28,3,0,0,1,1
10772,1,1953,1,1,6,6,1,4,2,3,2,28,3,0,1,1,1
10772,2,1957,2,2,6,6,7,4,2,3,2,28,3,1,0,1,1
10772,4,1983,2,5,6,6,6,4,2,3,2,28,3,0,0,1,1
10772,5,1989,1,5,3,2,6,4,2,3,2,28,3,0,0,1,1
10774,1,1951,2,1,3,3,7,1,0,2,1,27,1,1,1,0,2
10776,1,1948,1,1,7,7,1,2,0,3,5,31,2,1,1,1,1
10776,2,1950,2,2,6,6,12,2,0,3,5,31,2,0,0,1,1
10793,1,1957,1,1,3,3,3,4,2,2,2,28,3,1,1,1,1
10793,2,1967,2,2,4,4,2,4,2,2,2,28,3,0,0,1,1
10793,3,1995,1,5,2,8,13,4,2,2,2,28,3,0,0,1,1
10793,4,1998,1,5,2,8,13,4,2,2,2,28,3,0,0,1,1
10806,1,1946,1,1,7,7,1,2,0,5,2,28,2,1,1,1,1
10806,2,1947,2,2,6,6,1,2,0,5,2,28,2,0,0,1,1
10814,1,1949,1,1,6,6,1,2,0,3,4,25,2,0,1,1,1
10814,2,1954,2,2,5,5,7,2,0,3,4,25,2,1,0,1,1
10832,1,1937,1,1,3,3,8,2,0,4,5,31,2,1,1,1,1
10832,2,1941,2,2,3,3,8,2,0,4,5,31,2,0,0,1,1
10842,1,1938,2,4,6,6,11,4,2,5,5,31,4,1,0,0,1
10842,3,1969,2,1,6,6,1,4,2,5,5,31,4,0,1,0,1
10842,4,1995,1,5,2,8,13,4,2,5,5,31,4,0,0,0,1
10842,6,2003,2,5,8,8,13,4,2,5,5,31,4,0,0,0,1
10879,1,1932,2,1,3,2,11,1,0,4,4,25,1,1,1,0,2
10893,1,1942,1,1,7,7,8,2,0,2,4,25,2,1,1,1,1
10893,2,1943,2,2,6,6,1,2,0,2,4,25,2,0,0,1,1
10906,1,1954,2,2,3,3,1,3,1,3,5,30,3,1,0,1,1
10906,2,1955,1,1,3,3,1,3,1,3,5,30,3,0,1,1,1
10906,3,1984,2,5,4,4,1,3,1,3,5,30,3,0,0,1,1
10913,1,1946,2,2,3,3,8,2,0,3,5,30,2,0,1,1,1
10913,2,1946,1,1,5,5,8,2,0,3,5,30,2,1,0,1,1
