nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
643,1,201117,3,2,4,4,3, , ,-7,5,2,5,2, ,3,2,1,3,2,-7,-7,-7,7,7,-7,-7,7,-7,6,6,-7,-7,7,7,-7,5,4,2,5,7,4,6,5,2,2,6,5,4,2, , , , , , , , , , , , ,6,4,4,2,1,1,1,1,1,1,-9,-9,80,0,0,0,50,2, , , , , ,2,10,2,-9,5,4,40,30,2,3,5,4,4,2,4,4,3,4,2,5,6,4,4,4,6,6,6,3,5,5,2,4,5, , , , , , , , , , , , , , , ,4,3,1,2,1,2,4,3,6,5,5,3,2,2,3,6,6,6
655,2,201115,3,2,3,2,2, , ,2,1,2,3,2, ,3,2,1,1,2,1,6,-7,7,7,-7,1,7,1,7,4,-7,4,7,4,4,4,4,5,4,5,2,4,4,6,1,4,1,1,-7, , , , , , , , , , , , ,4,4,3,3,1,1,4,2, ,-9,-9,4,100,0,0,0,0,1,1,5,1,3,1,1,11,2,7,4,5,36,24,1,9,3,3,3,2,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,4,5,3,4,3,4,1,1,5,1,1,1,1,1,4,5,5,5
709,1,201141,3,2,3,4,1,1,3,2,3,2,3,2, ,2,1,1,3,1,1,1,-7,7,7,-7,-7,3,1,7,5,-7,4,7,7,4,3,3,2,3,6,2,7,7,7,1,7,1,1,-7, , , , , , , , , , , , ,6,3,3,1,1,1,4,1,2,2,-9,4,50,100,95,0,100,1,1,3,1,3,1,2,12,2,8,7,5,10,5,2,9,3,3,1,1,2,2,2,4,2,2,1,2,3,6,6,6,6,4,6,4,3,1,2, , , , , , , , , , , , , , , ,3,5,5,2,4,3,5,4,3,1,2,1,4,5,2,2,4,1
733,1,201115,4,-9,3,4,2, , ,2,1,2,3,2, ,2,2,1,2,2,1,2,-7,3,7,-7,-7,6,1,6,3,-7,4,7,5,4,4,4,4,4,4,4,7,1,7,1,1,1,1,1, , , , , , , , , , , , ,7,4,2,2,1,1,2,2, ,1,-9,-9,95,0,0,0,80,1,1,3,2,2,1,2,13,2,-9,6,2,0,0,2,9,3,2,1,4,4,3,3,3,2,4,7,3,4,2,6,4,5,6,5,6,3,3,3, , , , , , , , , , , , , , , ,4,5,1,4,2,3,4,2,5,3,4,2,2,4,4,4,3,5
733,2,201115,4,2,3,4,2, , ,2,2,2,3,2, ,2,1,1,2,2,2,2,-7,2,7,1,1,7,1,5,2,1,4,6,2,5,4,4,4,4,4,4,6,1,7,1,7,1,1,1, , , , , , , , , , , , ,6,1,3,4,1,1,3,2, ,1,-9,4,100,0,0,0,75,1,1,3,2,4,1,2,13,2,-9,4,5,0,0,3,9,5,3,3,1,5,4,3,4,1,4,5,4,2,5,6,5,5,5,5,6,2,5,3, , , , , , , , , , , , , , , ,4,5,1,4,3,3,5,5,3,3,5,2,3,6,2,4,4,2
796,1,201115,4,2,4,4,3, , ,-7,2,2,1,1,3,2,2,1,2,3,5,7,-7,7,7,5,3,6,5,6,6,-7,6,7,6,6,4,2,4,5,5,4,3,7,5,1,6,1,2,3,5,4,2,1,2,2,5,5,3,3,2,2,6,2,2,4,1,1,3,1,2,-9,1,4,90,95,75,0,99,1,-9,3,2,3,1,2,13,2,-9,6,5,0,0,3,2,2,3,2,1,5,5,3,4,2,5,4,3,4,4,6,5,6,2,7,2,2,2,3, , , , , , , , , ,4,5,1,3,1,1, , , , , , , , , , , , , , , , , , 
815,1,201115,3,2,4,4,3, , ,-7,2,2,3,2, ,3,3,1,2,2,4,5,4,4,6,4,3,4,6,4,4,1,6,6,4,5,5,4,4,4,4,4,4,1,7,1,4,4,1,1,4,3,7,4,4,1,4,4,4,4,7,4,4,4,3,3,2,1,3,1,2,-9,-9,2,100,100,100,0,100,1,-9,2, , , ,2,12,6,7,5,4,0,0,2,6,4,4,4,1,4,5,4,4,1,5,5,4,4,4,6,6,6,4,7,4,4,1,4, , , , , , , , , ,4,5,1,4,4,4, , , , , , , , , , , , , , , , , , 
816,1,201115,4,2,5,2,3, , ,2,1,2,3,2, ,3,2,2, ,3,1,4,6,2,6,1,5,7,1,5,2,2,3,5,2,2,4,2,5,6,4,2,6,3,2,1,5,4,6,3, , , , , , , , , , , , ,4,2,4,1,1,1,4,2, ,-9,-9,4,100,100,100,70,100,1,-9,3,1,4,1,1,10,2,10,6,2,20,20,3,6,3,1,3,1,5,4,1,4,1,4,4,2,5,5,5,5,5,1,5,1,1,1,1, , , , , , , , , , , , , , , ,4,5,1,2,4,3,4,2,4,3,2,3,4,3,3,5,5,5
816,2,201115,4,1,4,4,2, , ,-7,3,2,3,2, ,3,1,2, ,1,2,3,5,5,3,1,2,5,2,6,5,1,3,6,5,5,5,4,5,5,3,4,5,1,6,1,6,2,2,-7, , , , , , , , , , , , ,5,2,3,2,1,1,4,2, ,-9,-9,3,99,95,95,50,99,1,3,3,2,2,1,2,11,2,10,5,4,30,12,1,4,3,5,1,2,4,5,3,4,4,3,2,2,2,4,5,5,4,5,2,5,2,4,2, , , , , , , , , , , , , , , ,4,5,1,2,4,3,1,1,5,4,5,1,5,2,5,5,5,4
816,4,201115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-7, , , , , , , , , , , , ,4,4,1,2,3,1,4,2, ,-9,-9,4,100,0,0,0,1,2, , ,2, , ,1,2,4,-9,3,5,0,5,1,1,2,4,1,2,3,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,3,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4
819,2,201115,2,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,6,6,-7,7,7,-7,7,7,6,7,7,-7,4,7,7,4,4,4,4,4,4,4,5,6,6,4,7,4,1,2, , , , , , , , , , , , ,5,2,4,4,4,1,3,2, ,1,-9,1,90,90,75,0,90,1,1,2,1,4,4,2,13,2,-9,5,1,0,0,2,6,4,5,4,1,4,4,4,3,4,4,5,5,5,2,6,6,6,6,5,2,5,5,5, , , , , , , , , , , , , , , ,4,5,4,4,1,1,4,4,3,5,4,4,5,4,5,5,5,4
825,1,201115,4,2,4,4,2, , ,-7,1,2,1,1,4,2,1,1,3,1,5,5,7,7,5,1,1,6,4,5,7,1,4,7,6,4,2,2,2,2,4,2,7,7,6,1,6,1,1,3, , , , , , , , , , , , ,6,2,1,4,1,1,4,1,2,-9,-9,4,95,100,100,0,100,1,1,3,1,3,1,1,10,2,9,5,4,36,24,3,6,3,2,4,1,5,5,3,4,1,4,5,1,3,1,6,4,3,3,4,3,2,1,2,7,6,6,7,6,2,4,6,3, , , , , , ,1,2,2,2,2,2,5,2,7,6,6,2,6,2,4,4,6,6
825,2,201115,4,2,5,5,3, , ,-7,1,2,4,2, ,3,1,1,2,1,3,5,6,6,7,2,1,6,3,6,6,1,3,7,6,7,4,3,2,4,5,4,5,6,6,1,5,1,4,-7, , , , , , , , , , , , ,5,1,3,3,1,1,4,1,2,-9,-9,2,100,60,50,0,75,1,1,3,2,2,1,2,10,2,9,5,4,32,28,2,6,3,1,3,1,4,4,1,3,1,4,4,3,5,1,5,5,5,3,3,3,5,1,2, , , , , , , , , , , , , , , ,1,1,3,2,1,1,2,2,5,5,5,3,3,5,5,5,5,5
831,1,201115,3,2,3,2,1,1,3,-7,2,2,4,2, ,3,1,1,2,1,5,5,-7,5,6,2,2,5,5,5,5,1,5,5,4,4,4,3,4,3,4,3,3,5,3,1,5,3,2,-7, , , , , , , , , , , , ,6,3,1,3,2,1,3,1,2,-9,-9,3,50,90,90,0,90,1,1,3, , , ,2,12,2,-9,7,2,40,20,1,9,2,4,3,2,3,4,4,3,2,4,5,5,3,3,5,4,6,4,4,4,2,2,3, , , , , , , , , , , , , , , ,4,5,3,4,3,3,2,2,4,3,5,2,4,2,4,4,4,4
836,1,201146,4,2,2,2,1,2, ,2,4,2,2,2, ,4,2,2, ,3,-7,-7,-7,6,6,3,5,6,-7,6,6,1,-7,5,6,6,3,4,5,3,3,3,5,7,6,1,7,3,3,4,6,6,3,3,5,3,6,6,2,3,2,3,5,2,3,5,2,1,4,1,2,1,-9,3,50,80,60,10,100,2, , , , , ,2,12,3,11,6,5,60,30,2,6,2,2,4,1,5,4,2,4,1,5,5,5,6,3,5,4,5,3,2,5,2,2,2, , , , , , , , , ,3,3,1,4,2,4, , , , , , , , , , , , , , , , , , 
844,1,201115,-9, ,3,3,2, , ,-7,3,2,3,1,3,-9,1,1,-9,1,1,6,7,7,7,3,1,7,1,7,4,1,7,7,6,4,4,1,4,3,4,1,4, , , , , , , , , , , , , , , , , , , ,6,4,1,3,1,1,2,2, ,2,-9,2,100,5,0,0,100,1,1,3,2,1,1,3,8,4,-9,2,4,40,20,1,6,3,3,1,1,4,5,2,5,1,5,7,2,5,1,7,7,4,4,1,4,4,5,2,7,2,7,7,4,4,4,1,1, , , , , , ,1,3,3,2,1,1,4,2,5,6,4,4,4,4,4,4,4,4
844,2,201115,3,2,3,4,2, , ,-7,3,2,4,2, ,4,1,2, ,1,4,5,7,6,7,6,5,6,3,6,6,4,5,6,6,5,4,4,4,4,4,4,4,4,6,3,4,3,2,-7, , , , , , , , , , , , ,5,4,3,3,2,1,3,1,1,2,-9,4,85,90,25,0,100,1,3,3,1,3,1,1,7,4,-9,4,4,40,20,1,6,4,3,2,2,3,4,3,3,2,3,4,4,4,4,5,4,4,4,6,4,4,4,4, , , , , , , , , , , , , , , ,1,3,3,3,1,1,4,4,4,4,4,3,4,4,4,4,4,4
844,5,201141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-7, , , , , , , , , , , , ,4,4,3,2,2,1,3,2, ,-9,-9,3,55,10,5,1,45,2, , ,1, , ,1,3,2,9,5,4,45,35,2,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , ,1,3,3,3,1,1,5,3,3,3,5,4,4,4,4,4,4,4
848,1,201115,3,2,2,2,1,2, ,2,2,2,1,2, ,1,1,2, ,4,1,5,5,5,6,6,5,5,2,5,5,1,4,5,5,2,4,4,2,4,4,2,3,5,2,2,4,2,1,2, , , , , , , , , , , , ,6,2,3,3,1,1,4,1,2,-9,-9,4,100,30,20,5,30,1,1,3,2,3,2,2,12,2,8,7,5,0,0,2,6,2,2,4,3,5,4,1,3,2,4,5,4,3,3,5,5,5,2,2,3,3,3,3, , , , , , , , , , , , , , , ,4,2,4,2,1,1,4,3,5,6,6,3,3,3,3,3,5,5
873,1,201151,-9, ,3,2,1,2, ,-7,3,2,2,2, ,2,-9,2, ,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,4,4, , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,1,2,2, ,2,-9,2,50,0,0,0,0,1,1,5,3,3,2,3,9,1,-9,5,2,40,12,2,7,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,4,2,1,3, , , , , , , , , , , , , , , , , , 
873,2,201141,3,2,3,3,2, , ,-7,3,2,2,2, ,-9,2,2, ,-9,4,5,5,5,5,5,5,5,4,7,7,4,5,6,5,5,4,3,5,3,4,3,3,5,5,2,4,2,2,-7, , , , , , , , , , , , ,5,4,2,3,1,1,2,2, ,2,-9,2,50,0,0,0,0,1,1,5,3,3,8,3,9,2,-9,5,4,36,12,1,8,3,3,2,3,4,4,3,3,3,3,3,3,3,3,4,4,5,5,4,4,5,5,3,4,5,4,5,3,3,5,4,3, , , , , , ,1,5,3,3,2,2,4,2,5,5,3,4,5,5,4,3,5,2
902,1,201115,1,2,3,3,2, , ,-7,3,2,3,2, ,2,3,2, ,3,6,7,-7,6,7,-7,-7,7,6,7,7,-7,5,7,6,5,4,4,2,4,4,4,5,7,1,1,7,1,1,-7, , , , , , , , , , , , ,5,2,3,3,1,1,2,1,1,-9,-9,-9,99,99,50,0,100,1,1,2, , , ,2,13,2,-9,6,4,40,0,2,1,4,4,3,2,4,5,4,4,2,4,5,5,4,7,5,6,6,2,5,3,4,2,3, , , , , , , , , , , , , , , ,4,4,1,2,1,1,5,4,4,3,4,4,4,4,4,4,5,5
905,1,201115,3,2,4,4,3, , ,1,3,2,3,2, ,3,3,2, ,2,-7,-7,-7,4,5,-7,-7,5,-7,5,-7,-7,-7,6,4,4,4,4,3,3,3,3,4,5,4,2,5,2,2,2, , , , , , , , , , , , ,5,3,3,3,1,1,3,2, ,2,-9,1,80,50,0,0,80,2, , , , , ,2,12,4,-9,3,5,38,16,2,6,2,2,2,2,3,4,2,3,2,2,5,3,5,4,5,5,4,3,6,4,3,3,3, , , , , , , , , , , , , , , ,1,3,2,3,2,3,2,3,2,4,4,3,3,3,3,4,3,2
979,1,201115,-9, ,3,3,2, , ,-7,2,2,3,2, ,3,2,2, ,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , ,4,4,5,3,1,1,2,2, ,1,-9,3,100,0,0,0,0,1,1,5,1,3,1,3,13,6,-9,7,5,0,0,2,9,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,4,5,1,4,4,3,4,3,5,4,5,3,5,3,4,4,4,4
979,2,201115,-9, ,3,3,2, , ,-7,2,2,3,2, ,3,3,2, ,3,-7,-7,-7,-7,1,-7,-7,-7,4,4,4,4,4,-7,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , ,4,1,5,2,1,1,2,2, ,2,-9,-9,50,2,0,0,3,1,1,3,2,3,1,2,12,2,-9,5,1,0,0,1,9,4,3,2,4,4,4,2,3,2,4,4,4,4,4,6,6,6,2,3,2,4,2,2, , , , , , , , , , , , , , , ,3,1,4,3,4,4,4,4,7,6,6,2,1,3,4,7,6,6
986,1,201115,-9, ,3,3,2, , ,-7,3,2,3,2, ,1,3,1,1,3,-7,-7,-7,7,7,-7,-7,7,-7,7,-7,-7,7,7,-7,-7,2,2,2,2,2,2,4, , , , , , , , , , , , , , , , , , , ,5,4,1,1,1,1,3,2, ,-9,-9,-9,100,100,100,20,100,1,1,5,2,1,1,2,13,2,-9,2,1,0,80,1,1,2,5,2,3,3,2,1,3,2,1,3,3,4,3,4,4,5,5,6,4,4,4,6, , , , , , , , , , , , , , , ,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
986,2,201115,-9, ,3,3,2, , ,-7,3,2,3,2, ,2,2,1,1,2,-7,-7,-7,7,7,-7,-7,7,-7,7,-7,-7,7,7,7,-7,2,3,3,3,2,2,3, , , , , , , , , , , , , , , , , , , ,5,2,2,4,1,1,4,1,1,-9,-9,1,99,100,50,1,99,1,1,5,2,4,1,2,13,2,-9,2,1,0,0,2,2,4,1,3,1,3,4,1,4,1,5,4,1,4,1,6,5,5,2,7,3,4,4,6, , , , , , , , , , , , , , , ,4,5,1,4,2,1,3,3,4,4,5,3,4,5,4,5,5,5
994,1,201115,3,2,4,4,2, , ,-7,1,2,3,2, ,3,2,1,2,1,-7,-7,6,6,6,3,3,6,-7,7,6,4,-7,7,7,4,4,4,4,4,5,4,6,6,2,2,6,4,5,3, , , , , , , , , , , , ,5,3,2,1,1,1,4,2, ,-9,-9,4,100,99,80,5,99,2, , , , , ,2,9,2,11,7,1,45,35,2,1,3,3,3,2,4,4,2,4,2,3,2,2,4,5,5,5,4,4,2,4,3,3,3,5,3,6,6,6,6,2,5,5, , , , , , ,1,4,2,4,1,1,4,3,5,5,5,5,5,5,3,3,3,3
1001,2,201115,3,2,4,5,3, , ,2,1,2,4,2, ,2,2,1,3,1,7,6,7,6,-7,3,6,7,7,5,5,2,5,7,6,6,7,5,4,6,4,4,7,7,6,1,6,3,2,1, , , , , , , , , , , , ,6,1,4,4,1,1,3,1,3,-9,2,2,100,100,100,30,100,1,2,2,2,3,8,2,13,1,8,6,5,0,0,3,6,4,2,3,1,3,3,1,4,1,3,6,6,6,6,6,6,6,4,2,4,2,1,2, , , , , , , , , , , , , , , ,3,4,3,4,4,2,5,5,2,3,5,3,3,5,4,2,2,2
1019,1,201115,2,2,3,2,2, , ,-7,3,2,2,1,3,3,2,2, ,3,-7,-7,7,7,7,2,6,6,2,6,6,-7,-7,7,6,4,4,2,2,4,4,5,5,7,4,1,7,1,1,1, , , , , , , , , , , , ,4,5,1,1,1,1,3,2, ,-9,-9,3,95,100,5,0,80,2, , , , , ,1,8,2,-9,6,4,35,35,1,6,4,1,5,2,5,5,5,3,4,5,4,1,2,2,6,4,2,6,6,4,4,5,5, , , , , , , , , , , , , , , ,4,5,1,4,2,2,5,4,4,4,6,3,7,4,1,4,4,3
1039,1,201141,4,2,3,4,3, , ,-7,2,2,4,2, ,2,2,1,4,2,1,1,6,6,6,3,2,4,1,6,6,1,1,6,1,6,2,1,1,1,6,1,6,5,7,6,6,6,5,-7, , , , , , , , , , , , ,6,6,3,3,1,1,4,1,3,-9,-9,4,5,100,80,0,100,2, , , , , ,2,8,2,-9,6,4,40,30,1,6,2,4,2,4,5,5,1,4,1,4,4,4,4,4,4,4,4,6,4,4,4,4,4,6,5,6,6,6,6,2,4,2, , , , , , ,1,5,2,2,1,2,4,3,4,5,4,4,4,5,4,5,2,6
1049,1,201117,4,2,3,3,2, , ,2,2,2,3,2, ,2,2,1,2,2,3,6,1,6,1,1,1,7,3,6,1,1,7,3,1,1,5,4,6,4,2,4,7,2,1,6,5,6,5,3, , , , , , , , , , , , ,5,2,2,4,1,1,4,2, ,-9,-9,4,50,95,90,1,99,1,1,3,1,5,7,2,13,1,9,6,5,5,10,2,3,5,2,4,1,2,2,1,4,1,5,1,3,1,6,7,7,6,2,3,2,1,5,6, , , , , , , , , , , , , , , ,1,5,2,4,2,4,6,4,2,7,6,4,6,7,2,6,2,1
1072,1,201115,2,2,2,2,1,1,1,-7,4,2,2,1,1,4,2,2, ,3,-7,-7,6,4,7,2,6,6,2,6,7,1,6,6,7,7,3,3,4,3,5,3,2,5,5,1,5,4,1,1, , , , , , , , , , , , ,5,4,3,4,1,1,3,1,1,2,1,4,80,0,20,0,80,2, , ,1,3,1,2,9,4,7,6,4,38,24,3,8,2,1,4,1,5,5,3,4,1,5,6,3,5,2,5,5,5,5,5,6,4,5,4, , , , , , , , , , , , , , , ,1,4,3,3,2,1,6,6,4,4,4,3,5,6,5,4,3,4
1107,1,201115,4,2,4,4,2, , ,2,1,2,3,1,3,2,2,1,2,2,2,6,1,6,4,1,1,4,2,6,2,1,6,7,4,4,4,5,3,5,3,5,7,7,3,3,6,1,1,3, , , , , , , , , , , , ,4,1,2,3,1,1,4,1,2,1,-9,3,80,100,20,0,90,1,1,3, , , ,2,9,2,9,6,4,45,30,2,2,4,1,2,2,4,4,5,5,1,3,4,4,2,4,7,7,6,1,7,1,4,4,1, , , , , , , , , , , , , , , ,3,3,2,2,3,2,4,5,6,6,7,4,4,6,1,2,2,2
1112,1,201141,2,2,3,4,3, , ,2,3,2,4,2, ,3,2,1,2,1,-7,-7,6,6,7,5,5,6,5,7,7,4,-7,7,5,6,3,3,3,3,3,3,3,5,4,2,4,1,1,-7,5,3,3,4,2,2,2,2,4,3,2,4,5,3,2,3,2,1,3,2, ,-9,-9,2,70,100,0,0,100,2, , ,3,3,1,1,7,3,-9,5,4,36,32,2,3,3,1,1,2,3,3,2,2,1,3,3,3,3,4,4,3,3,4,4,5,3,3,2,7,6,5,5,4,3,4,6,5,4,5,1,3,4,4, , , , , , , , , , , , , , , , , , 
1128,1,201115,3,2,3,3,2, , ,2,1,2,3,2, ,3,2,2, ,3,-7,-7,6,4,6,3,5,6,-7,6,5,2,-7,6,6,5,4,4,4,3,4,3,5,2,1,1,3,4,5,3, , , , , , , , , , , , ,3,4,2,3,1,1,4,1,3,-9,-9,3,10,90,5,0,95,2, , , , , ,3,8,3,9,7,1,45,20,3,8,2,3,3,1,4,4,2,3,2,4,5,4,5,5,5,5,6,4,4,3,3,3,4,6,5,6,5,5,1,4,6,1, , , , , , ,1,5,5,2,3,4,4,2,2,2,3,2,4,4,2,3,3,4
1138,1,201115,1,2,3,4,3, , ,2,5,2,3,2, ,-9,2,1,1,2,-7,-7,-7,6,7,-7,-7,-7,-7,7,-7,-7,-7,7,-7,-7,4,4,4,4,4,4,4,1,1,1,1,1,1,-7, , , , , , , , , , , , ,6,2,1,4,1,1,4,2, ,1,-9,4,90,0,0,0,0,1,1,5,2,4,1,2,10,2,-9,2,4,36,10,1,1,4,2,1,1,3,4,3,3,1,2,2,2,2,2,2,2,2,3,3,5,4,4,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4,3,3,2,6,3,4,4,4,4,3,4,4
1138,2,201115,1,2,3,3,2, , ,-7,5,2,3,2, ,-9,2,2, ,-9,-7,-7,-7,7,7,1,-7,-7,-7,7,-7,-7,5,7,7,-7,4,1,4,4,1,1,4,1,7,1,1,1,1,-7, , , , , , , , , , , , ,5,4,1,3,1,1,4,2, ,2,-9,-9,50,0,9,0,0,1,1,5,2,1,6,2,10,2,5,5,5,40,0,2,1,4,1,3,1,4,4,1,3,5,4,4,4,4,4,4,4,4,1,4,4,4,4,6, , , , , , , , , , , , , , , ,4,4,3,4,3,4,2,2,5,3,5,1,3,2,4,4,5,5
1155,1,201115,3,2,3,4,2, , ,2,3,2,4,2, ,3,2,1,1,2,-7,-7,5,6,6,4,4,6,2,7,5,-7,-7,7,6,5,4,5,4,3,5,3,4,7,3,1,7,4,2,1, , , , , , , , , , , , ,5,4,3,2,1,1,3,1,1,-9,1,3,95,80,75,0,100,2, , , , , ,2,8,3,7,6,4,32,25,1,1,3,3,4,1,4,4,3,4,2,4,6,5,5,2,6,6,6,4,5,5,2,1,5,7,6,6,6,6,4,3,5,4, , , , , , ,2,5,3,2,3,2,5,2,4,4,6,2,5,1,3,4,5,5
1159,1,201151,4,2,4,4,3, , ,-7,2,2,4,2, ,2,1,1,2,1,6,6,6,6,6,3,4,6,6,6,6,-7,6,6,6,6,5,5,4,4,4,4,4,6,4,2,5,4,4,2,5,5,3,4,5,3,4,4,3,4,4,4,5,3,3,4,2,1,4,1,3,-9,-9,2,10,100,0,0,100,1,-9,3,2,4,1,2,11,3,-9,5,4,28,0,2,8,4,2,3,2,4,4,2,4,2,3,5,4,5,4,5,5,5,4,4,4,4,4,4,6,5,5,5,6,6,4,4,4, , , , , , ,4,5,1,3,4,4, , , , , , , , , , , , 
1169,1,201115,4,2,4,4,1,1,3,2,1,2,3,2, ,3,1,1,3,1,3,2,-7,6,6,1,1,6,2,6,1,-7,3,4,4,1,4,3,5,4,4,4,6,7,7,1,7,1,1,-7, , , , , , , , , , , , ,5,2,1,4,1,1,4,1,2,-9,-9,4,99,99,90,75,100,1,1,3,1,4,1,2,11,2,-9,6,4,40,30,3,2,3,4,2,2,1,3,3,3,3,3,4,5,3,5,5,5,5,2,5,3,2,3,1, , , , , , , , , , , , , , , ,4,5,1,3,2,2,3,2,5,4,4,1,4,5,4,6,5,5
1177,1,201115,3,2,3,3,2, , ,-7,2,2,3,1,3,1,3,1,2,2,2,5,7,4,-7,1,1,6,3,6,6,1,5,7,5,5,3,3,5,3,3,2,4,6,1,1,5,1,1,1, , , , , , , , , , , , ,4,2,3,4,2,1,3,1,3,-9,-9,4,99,0,0,0,90,1,-9,3,1,3,1,3,7,3,-9,3,4,38,14,2,5,3,1,2,2,4,3,3,4,1,4,2,2,3,6,6,6,5,7,4,4,4,3,4, , , , , , , , , , , , , , , ,4,5,1,1,2,4,4,2,6,4,4,3,5,5,4,5,4,4
1197,1,201115,4,2,3,3,2, , ,-7,2,2,3,2, ,2,3,2, ,3,4,6,-7,5,6,6,6,6,4,6,-7,-7,6,6,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3, , , , , , , , , , , , ,5,3,2,5,1,1,4,1,2,2,-9,2,50,100,100,50,100,1,2,3,1,3,1,2,13,2,-9,7,5,0,0,3,3,4,2,3,2,4,4,2,4,2,4,5,4,4,3,4,5,5,1,1,1,1,1,1, , , , , , , , , , , , , , , ,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1197,2,201117,4,2,3,3,2, , ,-7,2,2,3,2, ,3,4,2, ,3,4,5,-7,5,5,-7,5,5,3,5,-7,-7,5,5,3,-7,4,4,4,4,4,4,4,4,3,2,5,3,4,3, , , , , , , , , , , , ,5,3,2,4,1,1,3,1,3,1,-9,-9,100,100,100,50,100,1,2,3,1,3,1,2,12,2,-9,6,5,0,0,2,3,4,2,4,2,3,4,2,4,2,4,5,4,4,2,5,5,5,2,2,4,3,2,2, , , , , , , , , , , , , , , ,1,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
1202,1,201115,3,2,3,4,2, , ,2,2,2,3,2, ,2,1,1,2,2,3,5,7,7,7,7,2,6,2,6,7,2,7,7,7,6,4,4,4,4,6,3,4,6,6,1,6,1,1,-7, , , , , , , , , , , , ,5,2,2,4,1,1,2,2, ,2,-9,2,90,100,100,0,100,1,3,1,2,3,1,2,10,3,7,5,4,36,20,2,1,4,1,4,1,4,5,1,4,1,5,6,4,6,2,5,6,4,2,4,3,2,4,4,6,6,6,6,5,6,5,3,3, , , , , , ,1,5,4,2,1,2,5,2,4,1,4,4,5,6,4,5,4,4
1202,2,201115,3,2,4,2,1,1,2,-7,2,2,3,2, ,2,2,1,-9,1,4,6,6,7,7,5,3,7,5,7,7,-7,5,7,7,6,5,4,5,3,5,4,6,7,7,1,7,2,1,1, , , , , , , , , , , , ,5,5,4,3,1,1,2,2, ,-9,1,-9,70,70,40,2,90,1,-9,1,1,2,1,1,11,2,8,5,5,36,8,2,1,2,3,3,2,4,4,2,4,1,4,4,4,5,3,6,6,5,2,3,1,2,4,3, , , , , , , , , , , , , , , ,3,5,3,4,2,1,5,5,6,5,5,5,7,6,5,6,6,6
